order_id,customer_id,product_id,order_date,quantity,price_per_unit,total_amount,payment_method
1157,926,94,2024-11-20 19:32:05.271722,1,2739.93,2739.93,Wallet
1158,581,1810,2025-08-06 19:32:05.271729,1,1768.11,1768.11,Credit Card
1159,537,1830,2024-10-09 19:32:05.271736,2,2270.72,4541.44,Debit Card
1160,66,1971,2025-12-31 19:32:05.271744,2,2935.89,5871.78,UPI
1161,741,635,2026-01-25 19:32:05.271751,3,1583.39,4750.17,UPI
1162,340,1734,2025-11-28 19:32:05.271755,1,673.19,673.19,Debit Card
1163,1145,1901,2025-12-22 19:32:05.271758,2,1091.85,2183.7,UPI
1164,512,1528,2026-03-11 19:32:05.271761,1,2965.14,2965.14,Credit Card
1165,1079,548,2025-09-24 19:32:05.271765,1,798.12,798.12,Wallet
1166,1068,769,2025-05-01 19:32:05.271769,3,1382.99,4148.97,Debit Card
1167,46,952,2025-04-18 19:32:05.271772,2,1106.63,2213.26,UPI
1168,1499,430,2025-11-14 19:32:05.271775,1,699.28,699.28,Credit Card
1169,149,1903,2026-01-12 19:32:05.271777,2,1201.47,2402.94,Wallet
1170,343,884,2025-03-17 19:32:05.271779,3,643.68,1931.04,UPI
1171,296,1183,2025-07-25 19:32:05.271781,1,426.97,426.97,Credit Card
1172,1116,875,2025-01-13 19:32:05.271783,3,1230.38,3691.14,UPI
1173,1268,1456,2025-05-29 19:32:05.271785,1,1708.92,1708.92,Credit Card
1174,111,1422,2025-06-03 19:32:05.271788,3,1944.64,5833.92,UPI
1175,915,1578,2025-05-26 19:32:05.271792,3,1600.33,4800.99,COD
1176,66,475,2024-03-17 19:32:05.271795,1,626.92,626.92,UPI
1177,105,544,2026-03-02 19:32:05.271798,1,1412.26,1412.26,UPI
1178,892,222,2025-09-27 19:32:05.271806,2,2152.19,4304.38,Debit Card
1179,822,540,2025-10-08 19:32:05.271841,3,2032.09,6096.27,Wallet
1180,134,1015,2025-05-05 19:32:05.271863,2,2467.58,4935.16,COD
1181,910,1002,2024-10-03 19:32:05.271867,3,406.26,1218.78,Credit Card
1182,236,382,2025-12-17 19:32:05.271872,1,2972.81,2972.81,Wallet
1183,186,870,2024-11-17 19:32:05.271877,3,1036.87,3110.61,COD
1184,1371,1748,2026-03-01 19:32:05.271882,2,1800.01,3600.02,UPI
1185,975,19,2024-11-13 19:32:05.271887,3,2181.39,6544.17,Credit Card
1186,1445,854,2024-08-06 19:32:05.271891,2,722.09,1444.18,Wallet
1187,980,790,2025-02-26 19:32:05.271896,1,1239.13,1239.13,Debit Card
1188,147,1275,2024-05-17 19:32:05.271901,3,1993.12,5979.36,Credit Card
1189,763,1940,2024-05-24 19:32:05.271906,3,2292.38,6877.14,Credit Card
1190,264,1684,2025-03-24 19:32:05.271911,1,2476.62,2476.62,Credit Card
1191,430,1575,2026-01-22 19:32:05.271916,1,1881.03,1881.03,UPI
1192,1449,696,2026-01-16 19:32:05.271921,1,2494.16,2494.16,COD
1193,933,940,2024-07-04 19:32:05.271926,3,1857.82,5573.46,Credit Card
1194,634,100,2025-08-17 19:32:05.271931,2,2519.05,5038.1,Credit Card
1195,848,807,2025-03-07 19:32:05.271935,1,1927.63,1927.63,COD
1196,729,1436,2025-08-28 19:32:05.271940,3,1120.62,3361.86,COD
1197,1094,1622,2025-06-29 19:32:05.271945,3,917.22,2751.66,Debit Card
1198,934,263,2025-07-24 19:32:05.271949,1,2068.16,2068.16,Debit Card
1199,596,1777,2024-12-02 19:32:05.271954,1,2902.85,2902.85,Wallet
1200,187,1575,2025-10-18 19:32:05.271959,2,1881.03,3762.06,Credit Card
1201,175,84,2025-01-24 19:32:05.271963,3,1957.93,5873.79,COD
1202,409,954,2025-07-17 19:32:05.271968,3,1427.12,4281.36,Credit Card
1203,902,1817,2024-05-05 19:32:05.271973,2,819.7,1639.4,Debit Card
1204,1346,1007,2025-12-17 19:32:05.271977,2,980.19,1960.38,Credit Card
1205,110,1257,2026-01-14 19:32:05.271982,1,533.03,533.03,UPI
1206,242,1073,2025-04-10 19:32:05.271987,1,1884.99,1884.99,Debit Card
1207,1490,1325,2025-11-25 19:32:05.271991,1,1026.09,1026.09,UPI
1208,1167,264,2024-12-09 19:32:05.271996,1,2221.99,2221.99,Credit Card
1209,293,1004,2024-03-20 19:32:05.272001,1,2526.11,2526.11,COD
1210,1059,1717,2026-03-02 19:32:05.272006,3,1327.87,3983.61,COD
1211,1315,1583,2025-06-16 19:32:05.272011,1,2454.73,2454.73,Debit Card
1212,1092,75,2025-01-11 19:32:05.272016,3,613.12,1839.36,Credit Card
1213,720,1353,2026-02-21 19:32:05.272020,1,597.87,597.87,COD
1214,1196,989,2024-09-13 19:32:05.272025,1,457.62,457.62,Wallet
1215,788,1203,2025-10-20 19:32:05.272030,1,2112.02,2112.02,COD
1216,260,1364,2025-11-05 19:32:05.272034,3,2907.07,8721.21,COD
1217,614,1989,2024-05-20 19:32:05.272039,2,2454.91,4909.82,UPI
1218,1210,1987,2025-08-30 19:32:05.272043,1,1858.55,1858.55,Wallet
1219,1096,1779,2024-10-24 19:32:05.272050,1,1986.2,1986.2,COD
1220,902,1465,2025-06-29 19:32:05.272054,3,468.82,1406.46,Credit Card
1221,469,561,2025-08-17 19:32:05.272059,3,1183.5,3550.5,Wallet
1222,1475,147,2025-12-02 19:32:05.272064,2,1973.51,3947.02,UPI
1223,1167,248,2024-08-16 19:32:05.272069,1,1921.02,1921.02,Debit Card
1224,1266,1146,2024-09-03 19:32:05.272074,1,2926.67,2926.67,UPI
1225,975,1472,2025-09-15 19:32:05.272078,2,1268.3,2536.6,COD
1226,781,1698,2024-09-04 19:32:05.272083,1,2336.7,2336.7,Debit Card
1227,473,1775,2024-08-26 19:32:05.272087,1,2560.45,2560.45,Wallet
1228,1331,911,2025-02-26 19:32:05.272092,3,1406.57,4219.71,Credit Card
1229,1374,796,2026-01-18 19:32:05.272097,2,1140.54,2281.08,Wallet
1230,312,756,2025-08-14 19:32:05.272102,1,868.14,868.14,COD
1231,1317,1622,2025-03-03 19:32:05.272106,2,917.22,1834.44,Debit Card
1232,1026,400,2025-06-12 19:32:05.272111,1,728.05,728.05,Credit Card
1233,1491,1747,2025-05-28 19:32:05.272118,2,1929.04,3858.08,COD
1234,555,1527,2025-03-15 19:32:05.272122,2,2578.72,5157.44,UPI
1235,593,29,2026-02-02 19:32:05.272127,2,2605.6,5211.2,Wallet
1236,1072,1178,2024-05-04 19:32:05.272131,3,1613.39,4840.17,UPI
1237,800,177,2025-11-27 19:32:05.272136,3,1918.44,5755.32,UPI
1238,492,778,2025-01-23 19:32:05.272141,2,1446.34,2892.68,Wallet
1239,411,454,2024-07-16 19:32:05.272146,1,425.55,425.55,Credit Card
1240,925,469,2024-05-26 19:32:05.272150,2,851.36,1702.72,COD
1241,1181,911,2025-09-29 19:32:05.272155,2,1406.57,2813.14,Wallet
1242,1403,20,2024-12-29 19:32:05.272160,1,722.61,722.61,COD
1243,1087,907,2025-03-30 19:32:05.272164,1,704.06,704.06,Credit Card
1244,669,1955,2025-07-09 19:32:05.272169,3,1201.89,3605.67,Debit Card
1245,82,835,2025-06-20 19:32:05.272173,3,1681.3,5043.9,UPI
1246,1071,1011,2025-10-31 19:32:05.272183,2,1582.8,3165.6,COD
1247,382,1751,2024-11-15 19:32:05.272188,1,2595.49,2595.49,Debit Card
1248,746,422,2024-08-19 19:32:05.272192,1,2198.58,2198.58,UPI
1249,467,1148,2024-10-11 19:32:05.272197,1,1570.43,1570.43,Debit Card
1250,1449,1089,2026-01-12 19:32:05.272202,3,2823.78,8471.34,Wallet
1251,26,1114,2025-06-14 19:32:05.272207,3,983.46,2950.38,UPI
1252,299,726,2025-02-14 19:32:05.272211,2,935.23,1870.46,Credit Card
1253,314,865,2026-01-06 19:32:05.272217,1,580.96,580.96,UPI
1254,129,360,2024-12-26 19:32:05.272221,1,1744.97,1744.97,Credit Card
1255,264,1672,2025-03-13 19:32:05.272226,3,2777.32,8331.96,COD
1256,622,339,2025-09-03 19:32:05.272231,2,561.98,1123.96,UPI
1257,1383,1298,2025-08-21 19:32:05.272236,3,2560.9,7682.7,COD
1258,631,1714,2024-08-25 19:32:05.272240,2,1306.24,2612.48,Credit Card
1259,1459,1741,2025-08-03 19:32:05.272244,2,2497.13,4994.26,COD
1260,856,289,2025-10-12 19:32:05.272249,2,2910.03,5820.06,Debit Card
1261,923,29,2025-08-19 19:32:05.272260,2,2605.6,5211.2,Credit Card
1262,603,458,2025-07-18 19:32:05.272297,3,1181.69,3545.07,Credit Card
1263,663,89,2024-05-07 19:32:05.272304,2,1320.42,2640.84,Wallet
1264,1500,38,2025-04-20 19:32:05.272309,3,1258.26,3774.78,Wallet
1265,265,1014,2024-09-26 19:32:05.272314,1,2975.72,2975.72,Credit Card
1266,1268,1515,2024-10-31 19:32:05.272319,3,2685.26,8055.78,Wallet
1267,1433,950,2025-03-06 19:32:05.272323,1,448.78,448.78,COD
1268,1046,1324,2025-01-16 19:32:05.272328,2,1311.8,2623.6,Debit Card
1269,147,481,2025-05-13 19:32:05.272332,2,1138.16,2276.32,UPI
1270,244,1259,2024-04-06 19:32:05.272337,2,2982.41,5964.82,UPI
1271,1264,1585,2025-05-14 19:32:05.272342,1,972.66,972.66,Wallet
1272,753,1150,2024-12-09 19:32:05.272346,1,1342.97,1342.97,Debit Card
1273,1189,956,2025-09-25 19:32:05.272351,1,1005.1,1005.1,Credit Card
1274,155,694,2025-03-01 19:32:05.272355,3,599.38,1798.14,Wallet
1275,677,365,2025-10-28 19:32:05.272360,1,741.58,741.58,UPI
1276,248,698,2025-12-14 19:32:05.272365,3,1218.97,3656.91,Debit Card
1277,189,1474,2024-03-27 19:32:05.272369,3,1097.67,3293.01,Credit Card
1278,1327,331,2024-07-08 19:32:05.272374,3,943.49,2830.47,Debit Card
1279,488,641,2024-04-03 19:32:05.272379,2,2667.99,5335.98,Wallet
1280,1091,906,2025-10-12 19:32:05.272383,2,2334.43,4668.86,Wallet
1281,700,1913,2025-02-25 19:32:05.272388,3,1453.93,4361.79,Credit Card
1282,88,1598,2025-10-28 19:32:05.272392,2,1252.18,2504.36,COD
1283,783,1085,2025-10-30 19:32:05.272397,1,2511.8,2511.8,UPI
1284,353,767,2024-12-02 19:32:05.272402,3,2045.64,6136.92,Wallet
1285,741,1559,2025-02-02 19:32:05.272406,1,2636.72,2636.72,UPI
1286,1401,1084,2024-12-02 19:32:05.272411,3,1369.17,4107.51,Wallet
1287,998,277,2024-03-21 19:32:05.272415,2,1472.52,2945.04,Wallet
1288,35,162,2024-04-23 19:32:05.272420,3,548.65,1645.95,UPI
1289,10,420,2024-11-03 19:32:05.272425,1,883.88,883.88,Wallet
1290,161,1724,2026-01-08 19:32:05.272429,3,1384.47,4153.41,Credit Card
1291,168,952,2024-09-27 19:32:05.272434,3,1106.63,3319.89,Credit Card
1292,1272,1765,2024-11-04 19:32:05.272439,3,2756.57,8269.71,Debit Card
1293,766,977,2026-02-03 19:32:05.272444,3,890.17,2670.51,Debit Card
1294,1241,152,2025-01-25 19:32:05.272448,3,676.96,2030.88,Credit Card
1295,10,1774,2025-07-09 19:32:05.272453,2,1391.78,2783.56,Debit Card
1296,216,624,2024-11-19 19:32:05.272458,1,2283.97,2283.97,UPI
1297,1039,702,2025-01-30 19:32:05.272462,3,2452.13,7356.39,Debit Card
1298,578,1433,2025-06-09 19:32:05.272467,1,1660.42,1660.42,Debit Card
1299,822,1381,2025-08-26 19:32:05.272472,3,2487.47,7462.41,UPI
1300,577,1469,2024-08-23 19:32:05.272477,1,2855.49,2855.49,UPI
1301,1136,854,2024-10-29 19:32:05.272481,3,722.09,2166.27,COD
1302,1468,868,2025-10-13 19:32:05.272486,1,736.46,736.46,Credit Card
1303,1327,1076,2024-06-17 19:32:05.272491,2,998.93,1997.86,Wallet
1304,424,859,2025-09-26 19:32:05.272495,1,2693.62,2693.62,Wallet
1305,1132,1556,2025-06-24 19:32:05.272500,1,573.32,573.32,Debit Card
1306,727,1194,2025-07-01 19:32:05.272505,3,2046.32,6138.96,Debit Card
1307,685,336,2026-01-04 19:32:05.272509,2,794.7,1589.4,Debit Card
1308,483,148,2024-11-08 19:32:05.272514,3,579.11,1737.33,Debit Card
1309,695,385,2024-11-24 19:32:05.272519,3,602.23,1806.69,Credit Card
1310,396,290,2024-03-25 19:32:05.272523,3,415.1,1245.3,COD
1311,203,524,2024-07-30 19:32:05.272528,2,2984.53,5969.06,UPI
1312,180,1387,2026-01-09 19:32:05.272532,1,910.79,910.79,COD
1313,373,450,2025-06-18 19:32:05.272537,3,2921.67,8765.01,COD
1314,282,613,2024-08-18 19:32:05.272542,3,980.55,2941.65,COD
1315,1313,1815,2024-10-25 19:32:05.272547,3,1233.01,3699.03,Wallet
1316,856,1517,2025-10-02 19:32:05.272552,3,1156.34,3469.02,Wallet
1317,1323,817,2024-11-20 19:32:05.272557,1,545.43,545.43,Credit Card
1318,37,864,2024-12-19 19:32:05.272561,2,1626.79,3253.58,Credit Card
1319,716,840,2025-04-12 19:32:05.272566,2,847.93,1695.86,COD
1320,219,1892,2025-06-29 19:32:05.272572,3,1969.8,5909.4,COD
1321,259,1843,2026-01-11 19:32:05.272577,1,2496.77,2496.77,Debit Card
1322,103,1693,2025-12-21 19:32:05.272582,2,2725.35,5450.7,Credit Card
1323,1479,1579,2025-05-08 19:32:05.272587,2,1544.27,3088.54,Credit Card
1324,986,206,2025-01-30 19:32:05.272592,1,1883.92,1883.92,COD
1325,815,1939,2025-02-28 19:32:05.272597,2,1992.84,3985.68,Wallet
1326,1435,593,2024-09-11 19:32:05.272601,3,1986.84,5960.52,Wallet
1327,1276,247,2024-05-29 19:32:05.272606,1,710.16,710.16,COD
1328,279,927,2025-03-17 19:32:05.272611,2,2321.83,4643.66,COD
1329,353,1828,2025-03-10 19:32:05.272616,3,2013.78,6041.34,COD
1330,112,843,2025-02-03 19:32:05.272620,1,1845,1845,COD
1331,50,915,2024-06-14 19:32:05.272625,3,628.59,1885.77,Debit Card
1332,176,482,2024-07-31 19:32:05.272629,1,2349.09,2349.09,UPI
1333,694,1557,2025-08-16 19:32:05.272635,2,2090.87,4181.74,Wallet
1334,454,743,2025-06-27 19:32:05.272639,1,1411.28,1411.28,COD
1335,1047,1722,2025-11-18 19:32:05.272644,3,1667.9,5003.7,UPI
1336,19,670,2024-09-23 19:32:05.272648,2,875.14,1750.28,Debit Card
1337,170,1515,2026-02-02 19:32:05.272653,1,2685.26,2685.26,UPI
1338,1382,1104,2024-10-01 19:32:05.272658,1,879.49,879.49,Debit Card
1339,1326,284,2024-12-25 19:32:05.272663,2,2277.34,4554.68,COD
1340,1453,1577,2024-12-03 19:32:05.272667,3,804.39,2413.17,Wallet
1341,461,1567,2025-04-11 19:32:05.272672,2,2948.34,5896.68,UPI
1342,560,1882,2025-09-11 19:32:05.272676,3,2684.83,8054.49,COD
1343,1082,682,2024-09-15 19:32:05.272681,1,452.8,452.8,COD
1344,100,1628,2025-03-13 19:32:05.272686,2,2306.62,4613.24,Credit Card
1345,564,277,2025-01-16 19:32:05.272691,1,1472.52,1472.52,Credit Card
1346,391,154,2025-05-23 19:32:05.272696,3,1814.59,5443.77,Credit Card
1347,428,585,2024-08-19 19:32:05.272700,3,2914.17,8742.51,Debit Card
1348,224,1868,2025-02-15 19:32:05.272705,3,699.97,2099.91,COD
1349,313,396,2024-04-28 19:32:05.272710,1,2628.21,2628.21,COD
1350,1344,3,2025-07-30 19:32:05.272714,1,1577.13,1577.13,Debit Card
1351,144,830,2025-05-28 19:32:05.272719,1,806.01,806.01,UPI
1352,707,576,2025-07-27 19:32:05.272724,3,1441.52,4324.56,Debit Card
1353,1438,1877,2025-04-19 19:32:05.272728,3,635.54,1906.62,COD
1354,956,550,2026-02-12 19:32:05.272733,2,1289.2,2578.4,COD
1355,360,1056,2026-01-17 19:32:05.272738,1,2688.01,2688.01,Wallet
1356,656,702,2024-05-20 19:32:05.272743,2,2452.13,4904.26,Debit Card
1357,870,843,2024-11-11 19:32:05.272748,1,1845,1845,Credit Card
1358,1206,317,2024-12-21 19:32:05.272753,1,482.16,482.16,Debit Card
1359,701,1850,2024-09-27 19:32:05.272758,3,1804.4,5413.2,UPI
1360,285,1983,2025-08-21 19:32:05.272763,1,1429.16,1429.16,Credit Card
1361,1255,1547,2025-08-01 19:32:05.272768,2,2736.07,5472.14,Credit Card
1362,1229,1051,2025-07-25 19:32:05.272772,1,2011.59,2011.59,Debit Card
1363,1364,1799,2025-08-11 19:32:05.272776,1,1737.05,1737.05,COD
1364,981,891,2025-06-14 19:32:05.272781,3,2444.52,7333.56,Credit Card
1365,116,1623,2025-09-23 19:32:05.272786,3,1071.25,3213.75,Wallet
1366,970,1561,2025-09-18 19:32:05.272844,2,1439.43,2878.86,Credit Card
1367,1183,1130,2025-12-10 19:32:05.272861,3,1815.15,5445.45,COD
1368,1037,65,2025-05-01 19:32:05.272870,2,2541.33,5082.66,Debit Card
1369,1372,1111,2025-12-23 19:32:05.272881,2,2293.14,4586.28,Credit Card
1370,1274,1304,2024-10-21 19:32:05.272889,1,2723.69,2723.69,Debit Card
1371,1046,1521,2025-07-17 19:32:05.272899,3,2549.33,7647.99,Credit Card
1372,662,1077,2026-03-13 19:32:05.272907,3,1776.33,5328.99,COD
1373,850,89,2026-02-02 19:32:05.272915,3,1320.42,3961.26,Debit Card
1374,966,1382,2024-04-10 19:32:05.272924,2,1682.57,3365.14,UPI
1375,1477,1698,2025-11-15 19:32:05.272933,2,2336.7,4673.4,Credit Card
1376,1232,1997,2025-08-30 19:32:05.272941,3,1896.28,5688.84,COD
1377,1035,1952,2024-07-06 19:32:05.272950,1,985.77,985.77,Wallet
1378,546,1319,2024-03-25 19:32:05.272960,1,443.24,443.24,Wallet
1379,34,1494,2026-03-05 19:32:05.272969,3,496.89,1490.67,Debit Card
1380,956,665,2025-09-21 19:32:05.272977,2,2919.21,5838.42,UPI
1381,948,1705,2024-11-14 19:32:05.272985,2,1535.64,3071.28,Wallet
1382,34,892,2025-05-17 19:32:05.272994,3,2581.44,7744.32,UPI
1383,120,1551,2025-07-27 19:32:05.273003,1,2198.09,2198.09,Debit Card
1384,79,666,2024-06-11 19:32:05.273011,3,1893.17,5679.51,COD
1385,1475,1650,2025-08-20 19:32:05.273019,3,990.6,2971.8,COD
1386,866,398,2025-03-02 19:32:05.273027,3,1327.62,3982.86,COD
1387,1000,134,2024-12-02 19:32:05.273036,2,2397.2,4794.4,Debit Card
1388,522,571,2025-08-22 19:32:05.273045,1,1214.55,1214.55,UPI
1389,1258,1406,2024-12-26 19:32:05.273052,1,2695.15,2695.15,COD
1390,704,1692,2025-02-05 19:32:05.273062,1,1199.9,1199.9,COD
1391,1209,767,2024-08-17 19:32:05.273070,1,2045.64,2045.64,Wallet
1392,1361,1933,2026-03-08 19:32:05.273078,1,1308.07,1308.07,Credit Card
1393,1259,1887,2025-10-27 19:32:05.273088,3,1697.66,5092.98,Credit Card
1394,656,1289,2024-05-23 19:32:05.273097,2,1692.19,3384.38,Debit Card
1395,1345,1061,2025-09-18 19:32:05.273106,3,2743.14,8229.42,COD
1396,562,985,2024-12-14 19:32:05.273114,3,587,1761,Credit Card
1397,251,796,2025-02-20 19:32:05.273123,3,1140.54,3421.62,Credit Card
1398,324,961,2026-02-24 19:32:05.273132,2,889.29,1778.58,COD
1399,996,1008,2025-12-08 19:32:05.273139,1,1185.88,1185.88,Credit Card
1400,156,993,2024-12-12 19:32:05.273147,2,814.12,1628.24,Debit Card
1401,421,729,2024-12-05 19:32:05.273156,3,2130.51,6391.53,Wallet
1402,826,668,2025-11-19 19:32:05.273164,3,1442.89,4328.67,Wallet
1403,563,1001,2024-09-22 19:32:05.273172,1,723.78,723.78,Debit Card
1404,690,634,2026-01-22 19:32:05.273180,1,530.75,530.75,Debit Card
1405,238,980,2024-05-17 19:32:05.273189,1,1907.67,1907.67,Debit Card
1406,311,1487,2025-07-23 19:32:05.273203,2,2263.69,4527.38,Credit Card
1407,546,496,2026-02-28 19:32:05.273211,1,2416.16,2416.16,UPI
1408,587,47,2024-10-17 19:32:05.273216,1,2535.06,2535.06,COD
1409,754,3,2024-06-10 19:32:05.273221,1,1577.13,1577.13,Debit Card
1410,512,405,2026-02-13 19:32:05.273226,1,2064.77,2064.77,COD
1411,737,215,2025-10-16 19:32:05.273230,1,712.54,712.54,Debit Card
1412,102,1640,2026-02-02 19:32:05.273236,3,1683.78,5051.34,Credit Card
1413,465,1207,2024-07-04 19:32:05.273240,2,2631.9,5263.8,Wallet
1414,1310,984,2024-06-22 19:32:05.273245,2,2356.15,4712.3,Wallet
1415,181,1065,2025-11-12 19:32:05.273250,3,2835.59,8506.77,Credit Card
1416,148,1674,2025-11-13 19:32:05.273254,2,1718.93,3437.86,COD
1417,722,1189,2024-08-31 19:32:05.273259,1,520.76,520.76,UPI
1418,52,146,2025-10-22 19:32:05.273264,1,1891.28,1891.28,COD
1419,702,1452,2025-08-06 19:32:05.273268,2,1553,3106,Credit Card
1420,280,1910,2024-09-01 19:32:05.273273,3,2252.38,6757.14,Wallet
1421,495,1228,2024-10-11 19:32:05.273278,1,1786.18,1786.18,Debit Card
1422,1113,1589,2026-03-17 19:32:05.273282,3,1800.78,5402.34,UPI
1423,1390,222,2026-03-02 19:32:05.273288,1,2152.19,2152.19,COD
1424,344,1941,2025-06-16 19:32:05.273294,1,1206.21,1206.21,UPI
1425,679,286,2025-12-01 19:32:05.273300,3,1637.65,4912.95,Debit Card
1426,874,1169,2024-04-18 19:32:05.273306,2,569.69,1139.38,Credit Card
1427,743,1575,2025-11-15 19:32:05.273311,2,1881.03,3762.06,COD
1428,314,1928,2025-02-16 19:32:05.273320,3,513.64,1540.92,COD
1429,190,486,2024-08-21 19:32:05.273329,3,716.62,2149.86,UPI
1430,335,699,2026-02-17 19:32:05.273337,2,535.32,1070.64,Debit Card
1431,1040,662,2024-04-27 19:32:05.273345,3,2788.56,8365.68,COD
1432,377,255,2025-10-04 19:32:05.273353,3,2548.28,7644.84,COD
1433,141,1975,2025-04-30 19:32:05.273363,3,604.53,1813.59,Debit Card
1434,1017,1120,2024-05-24 19:32:05.273372,2,1113.72,2227.44,Credit Card
1435,736,1115,2025-09-18 19:32:05.273380,2,2550.16,5100.32,Wallet
1436,436,774,2025-02-27 19:32:05.273390,1,2501.02,2501.02,UPI
1437,941,1105,2024-10-06 19:32:05.273398,2,994.32,1988.64,Debit Card
1438,470,1707,2024-12-04 19:32:05.273406,2,1638.18,3276.36,Credit Card
1439,325,809,2026-01-02 19:32:05.273414,3,2371.77,7115.31,Debit Card
1440,1233,1707,2026-01-26 19:32:05.273422,2,1638.18,3276.36,UPI
1441,494,1106,2025-11-07 19:32:05.273430,3,1701.31,5103.93,COD
1442,1151,366,2024-09-01 19:32:05.273439,1,2145.68,2145.68,COD
1443,547,1106,2025-07-01 19:32:05.273448,3,1701.31,5103.93,Wallet
1444,352,1671,2025-04-22 19:32:05.273457,2,2952.56,5905.12,COD
1445,1086,899,2024-06-30 19:32:05.273466,1,1573.9,1573.9,Debit Card
1446,719,1895,2025-12-05 19:32:05.273474,1,2452.02,2452.02,Debit Card
1447,575,995,2026-02-03 19:32:05.273483,2,698.76,1397.52,UPI
1448,318,724,2025-12-26 19:32:05.273491,3,753.26,2259.78,Wallet
1449,1327,445,2024-07-02 19:32:05.273500,3,2268.29,6804.87,UPI
1450,809,684,2025-06-19 19:32:05.273509,2,546.12,1092.24,COD
1451,1134,851,2025-01-26 19:32:05.273518,2,2458.68,4917.36,COD
1452,1241,881,2024-11-24 19:32:05.273525,3,890.89,2672.67,Credit Card
1453,879,499,2025-08-13 19:32:05.273534,1,2375.26,2375.26,COD
1454,51,33,2026-03-15 19:32:05.273543,2,784,1568,Credit Card
1455,483,708,2026-01-31 19:32:05.273551,2,1001.05,2002.1,Credit Card
1456,19,1497,2024-07-28 19:32:05.273561,1,2302.35,2302.35,Debit Card
1457,148,1014,2025-09-15 19:32:05.273570,2,2975.72,5951.44,UPI
1458,680,306,2025-08-19 19:32:05.273578,3,617.82,1853.46,COD
1459,778,885,2024-11-21 19:32:05.273587,3,1252.56,3757.68,UPI
1460,1107,1482,2025-04-22 19:32:05.273596,2,2190.24,4380.48,Credit Card
1461,1119,1561,2024-05-14 19:32:05.273605,3,1439.43,4318.29,Debit Card
1462,263,1943,2025-06-24 19:32:05.273613,3,2231.07,6693.21,Wallet
1463,784,1375,2025-09-26 19:32:05.273621,1,785.2,785.2,UPI
1464,317,1978,2025-09-16 19:32:05.273629,3,1455.45,4366.35,COD
1465,1139,160,2025-01-15 19:32:05.273638,2,649.18,1298.36,COD
1466,642,914,2024-10-28 19:32:05.273647,2,1650.52,3301.04,Debit Card
1467,125,1434,2025-06-11 19:32:05.273655,2,1874.21,3748.42,Credit Card
1468,1476,766,2024-07-05 19:32:05.273664,3,2055.7,6167.1,UPI
1469,1086,7,2024-06-13 19:32:05.273671,1,1453.48,1453.48,UPI
1470,353,234,2026-01-26 19:32:05.273679,3,1997.62,5992.86,Debit Card
1471,133,761,2025-10-20 19:32:05.273688,1,1566.71,1566.71,Credit Card
1472,1292,1507,2024-12-07 19:32:05.273696,3,2542.12,7626.36,Debit Card
1473,21,1669,2024-06-24 19:32:05.273704,3,605.44,1816.32,Wallet
1474,1076,1184,2026-02-09 19:32:05.273712,1,2862.68,2862.68,Debit Card
1475,1484,373,2024-03-30 19:32:05.273719,2,1487.11,2974.22,Wallet
1476,1448,1199,2025-12-20 19:32:05.273727,2,2694.6,5389.2,Wallet
1477,292,1395,2025-04-21 19:32:05.273736,3,1023.78,3071.34,Wallet
1478,325,1710,2025-02-12 19:32:05.273745,3,2039.43,6118.29,Wallet
1479,986,221,2024-03-22 19:32:05.273755,2,1784.08,3568.16,Credit Card
1480,238,1992,2025-01-30 19:32:05.273764,3,2414.93,7244.79,UPI
1481,283,1721,2025-06-16 19:32:05.273773,3,1148.01,3444.03,COD
1482,244,851,2024-04-18 19:32:05.273782,3,2458.68,7376.04,Debit Card
1483,1048,1836,2024-06-10 19:32:05.273791,2,1105.99,2211.98,Debit Card
1484,1229,965,2024-04-11 19:32:05.273800,1,2193.82,2193.82,Debit Card
1485,191,1845,2025-07-03 19:32:05.273809,1,1190.68,1190.68,COD
1486,711,206,2025-06-23 19:32:05.273818,1,1883.92,1883.92,Wallet
1487,832,275,2024-12-08 19:32:05.273828,2,584.69,1169.38,COD
1488,1373,1652,2025-08-15 19:32:05.273837,3,2879.33,8637.99,Debit Card
1489,92,550,2024-04-29 19:32:05.273846,1,1289.2,1289.2,Debit Card
1490,1396,1273,2024-10-05 19:32:05.273855,1,731.1,731.1,UPI
1491,777,1180,2025-01-17 19:32:05.273864,2,556.99,1113.98,Debit Card
1492,100,1224,2026-02-02 19:32:05.273874,1,1188.48,1188.48,Wallet
1493,1370,1569,2024-05-13 19:32:05.273883,3,1489.69,4469.07,UPI
1494,989,1280,2026-02-05 19:32:05.273892,2,1803.55,3607.1,Debit Card
1495,270,634,2024-09-04 19:32:05.273900,3,530.75,1592.25,UPI
1496,162,70,2025-08-20 19:32:05.273909,3,1506.24,4518.72,Wallet
1497,1108,1698,2025-10-13 19:32:05.273917,2,2336.7,4673.4,COD
1498,267,1441,2025-08-12 19:32:05.273926,1,2151.51,2151.51,Wallet
1499,177,574,2026-02-12 19:32:05.273935,1,2467.95,2467.95,Debit Card
1500,542,300,2025-01-18 19:32:05.273944,1,1594.7,1594.7,Credit Card
1501,1166,936,2024-07-12 19:32:05.273953,2,1452.68,2905.36,Debit Card
1502,246,1142,2024-06-07 19:32:05.273962,1,2200.99,2200.99,Credit Card
1503,201,122,2025-02-14 19:32:05.273972,2,2138.19,4276.38,UPI
